Unnamed: 0,Unnamed: 0.1,open,high,low,adjclose,amount,volume,str07,pct_index_300,pct_vol_300,high_1,true_high_1,buy_profit,sell_profit
66,2015-10-08,32.08,32.98,31.65,32.33,174790464.0,5412692,65536,2.920120513901248,68.12991665702322,33.328423,32.6,0.7284225463867173,0.891422546386714
93,2015-11-16,37.9,40.0,37.68,39.56,240526864.0,6160501,65536,0.4775454856069006,-20.54106461730819,40.05057,41.46,-1.4094285583496102,-1.2021285583496066
94,2015-11-17,39.8,41.46,38.86,38.97,273216192.0,6823420,65536,-0.15249207652233698,53.7087550770714,39.9838,40.01,-0.026201019287107385,0.17384898071289
95,2015-11-18,38.91,40.01,38.64,38.95,194420064.0,4952512,65536,-1.1390515619720154,-25.28580029496357,39.794197,39.98,-0.18580291748046562,0.014097082519533899
99,2015-11-24,38.69,40.61,38.69,40.57,300196704.0,7513611,65536,0.014653615180071355,-18.35911534965402,41.114758,40.7,0.41475753784179403,0.6182575378417923
100,2015-11-25,40.5,40.7,39.89,40.48,241704784.0,6005138,65536,0.7384339977996257,5.971168898399415,41.094994,41.2,-0.10500640869140909,0.10099359130859398
107,2015-12-04,41.1,41.5,39.58,40.15,376459968.0,9302885,65536,-1.9126236897554216,-23.544752952342357,41.440178,40.98,0.4601779174804719,0.665077917480474
109,2015-12-08,40.51,40.51,39.18,39.41,197504880.0,4982408,65536,-1.7515409709812135,10.447492012646297,40.116135,39.97,0.14613464355468864,0.3459846435546865
110,2015-12-09,39.4,39.97,38.5,38.91,181503824.0,4623232,65536,0.35660857516657263,-9.902650464537665,39.68944,39.35,0.3394416809082017,0.5361916809082032
115,2015-12-16,38.54,39.16,38.33,38.77,138750624.0,3573752,65536,-0.242259209233453,-11.969309238466174,39.57197,40.33,-0.7580281066894514,-0.5563781066894506
116,2015-12-17,39.11,40.33,39.1,39.85,227819584.0,5713599,65536,1.9115763653729128,59.79856627002018,40.727154,41.5,-0.7728462219238281,-0.565346221923825
117,2015-12-18,39.67,41.5,39.1,40.38,314448672.0,7811497,65536,0.3200306718247781,-2.5056165108628514,41.28066,44.42,-3.1393412780761736,-2.917241278076176
126,2015-12-31,43.98,44.45,42.8,42.94,150361664.0,3445129,65536,-0.9077919249544486,-3.556187257677047,44.04754,43.1,0.9475387573242173,1.163038757324216
128,2016-01-05,37.57,40.28,37.0,39.98,253511072.0,6500328,65536,0.27990210632820034,40.518364311540715,40.49437,40.98,-0.4856304931640594,-0.2807304931640573
132,2016-01-11,36.12,37.42,34.01,34.5,154780880.0,4314102,65536,-5.030700032127943,-6.08792074784088,36.2584,35.47,0.7883999633789074,0.9657499633789044
144,2016-01-27,32.9,33.5,29.81,31.97,132638520.0,4223481,65536,-0.34551829444553483,4.171812355816228,32.931297,31.65,1.2812973022460952,1.439547302246094
148,2016-02-02,31.0,32.05,30.9,31.79,90398680.0,2854679,65536,2.0778683580082946,2.0814722983636624,33.096462,31.800000000000004,1.2964622497558551,1.455462249755854
165,2016-03-03,29.88,30.96,29.61,29.92,100061200.0,3304593,65536,0.232357693202645,-1.6290076531172204,31.160463,30.36,0.8004633331298834,0.9522633331298849
167,2016-03-07,30.16,31.68,30.16,31.43,157321168.0,5056504,65536,0.3539233780128104,-39.562665730734295,32.045086,31.5,0.5450859069824219,0.7025859069824207
169,2016-03-09,30.01,30.46,29.65,29.77,70077608.0,2335114,65536,-1.1507013292917256,-18.181349942660415,30.1422,30.790000000000003,-0.6477995300292996,-0.49384953002929777
171,2016-03-11,29.6,29.8,28.85,29.28,47551276.0,1625438,65536,0.17025372118879556,-3.6000445734464592,29.803797,30.500000000000004,-0.696203231811527,-0.5437032318115271
188,2016-04-06,32.83,33.5,32.63,33.21,120069008.0,3624945,65536,-0.21320328749665496,-17.700692483004808,33.786774,34.0,-0.213226318359375,-0.043226318359373295
196,2016-04-18,33.62,33.68,32.72,32.88,74855040.0,2265792,65536,-1.3373224823590268,-2.7227004087036377,33.517353,33.29,0.22735305786132898,0.3938030578613265
200,2016-04-22,30.46,31.06,30.2,30.93,43140632.0,1404350,65536,0.4524457381509972,-26.418576270685506,31.52351,31.31,0.21350997924804815,0.37005997924804745
201,2016-04-25,30.95,31.31,30.7,31.05,50279492.0,1620129,65536,-0.4053670981763125,-12.401826698944767,31.714525,31.640000000000004,0.07452522277831619,0.23272522277831698
205,2016-04-29,31.12,32.33,30.93,31.85,116145928.0,3630649,65536,-0.12118028969365645,-16.946861529574786,32.37373,35.04,-2.6662702941894523,-2.4910702941894556
213,2016-05-12,36.0,37.6,35.01,36.91,207064224.0,5655597,65536,0.2377700863822163,-3.7026217659435257,37.768997,38.36,-0.5910028076171869,-0.3992028076171863
219,2016-05-20,35.04,36.6,35.04,36.58,132688408.0,3692187,65536,0.5133061224489754,-7.21876781292673,36.96158,36.82,0.14157836914062472,0.32567836914062553
222,2016-05-25,35.67,35.8,34.35,34.61,100058352.0,2858221,65536,-0.14133883455847984,-3.544060263847149,35.366486,34.67,0.6964855957031233,0.8698355957031225
232,2016-06-08,38.0,38.0,36.84,37.03,157309040.0,4229643,65536,-0.41107316535781147,10.682781244293892,37.693092,38.0,-0.30690765380859375,-0.11690765380859602
242,2016-06-24,35.69,35.69,33.56,34.51,255865088.0,7406724,65536,-1.2882860918994599,54.67087796330775,35.0334,35.24,-0.2065985107421895,-0.030398510742188023
243,2016-06-27,34.08,35.24,34.05,35.11,208508464.0,5979828,65536,1.4097414499083527,-20.54060069046355,35.60408,35.65,-0.04591979980468608,0.1323302001953124
247,2016-07-01,36.01,36.34,35.35,35.46,158134320.0,4423103,65536,0.008877840909082835,-9.971229831742132,36.471336,35.95,0.5213363647460909,0.7010863647460894
264,2016-07-26,34.75,35.38,34.7,35.35,287476960.0,8194108,65536,1.1978123674900811,15.452153630921453,35.811764,35.53,0.28176376342773324,0.4594137634277331
273,2016-08-08,33.75,34.19,33.01,34.12,117214848.0,3481864,65536,0.9069891516983786,12.279962764050325,34.51981,34.85,-0.3301902770996108,-0.15594027709961011
278,2016-08-15,34.23,34.99,34.01,34.72,237681712.0,6875951,65536,3.0110223026321714,89.70817135617236,35.4041,34.81,0.5940985107421852,0.7681485107421864
282,2016-08-19,34.39,34.58,34.31,34.39,72868064.0,2117849,65536,0.01575275896199546,-15.745634492118066,34.90197,34.5,0.40196990966796875,0.5744699096679682
289,2016-08-30,33.93,33.93,33.51,33.62,105344512.0,3130684,65536,0.1272756954815435,-1.7009454486884734,34.171696,33.98,0.19169570922851875,0.36159570922851714
290,2016-08-31,33.72,33.98,33.6,33.67,96517640.0,2857174,65536,0.4770545804788196,5.077276840247723,34.25046,33.78,0.4704615783691395,0.6393615783691402
293,2016-09-05,32.9,33.07,32.76,32.8,60821800.0,1848732,65536,0.16806925539585293,-5.434506602060597,33.337936,33.05,0.28793640136719034,0.4531864013671907
297,2016-09-09,32.55,32.55,31.9,31.92,236089008.0,7337244,65536,-0.6443962677717963,14.935277827272134,32.490707,31.37,1.1207073974609365,1.277557397460935
304,2016-09-22,31.15,31.37,31.09,31.24,109632472.0,3507627,65536,0.7493938726030436,28.085435128318448,31.81132,31.23,0.5813193511962886,0.7374693511962889
307,2016-09-27,30.45,30.65,30.36,30.61,63161392.0,2071259,65536,0.6356590110176752,-17.020956596009672,31.081984,30.62,0.4619835662841787,0.6150835662841772
313,2016-10-12,30.69,32.32,30.53,31.54,533108768.0,16803327,65536,-0.19809106745377614,-21.710973984600233,32.48654,32.14,0.34654174804687443,0.5072417480468729
317,2016-10-18,32.3,33.17,32.2,33.04,364609248.0,11061173,65536,1.3255518810938671,19.447825543841212,33.812897,33.1,0.7128967285156236,0.8783967285156251
318,2016-10-19,32.9,33.1,32.49,33.0,233623600.0,7119102,65536,-0.15325185994767845,-1.645904382891994,33.441532,32.97,0.47153213500976676,0.636382135009768
323,2016-10-26,34.01,35.53,33.81,34.91,589205440.0,16872207,65536,-0.3756551693417709,-11.84162831300716,35.593952,34.99,0.6039521789550761,0.7789021789550787
325,2016-10-28,34.4,35.25,34.31,34.64,302111296.0,8682431,65536,-0.16648235047971305,19.97100058842056,35.05156,34.88,0.17155944824218494,0.3459594482421835
332,2016-11-08,33.81,34.9,33.81,34.88,229961680.0,6664245,65536,0.4328797976517862,3.2742890255258232,35.336086,34.85,0.48608627319335795,0.6603362731933586
334,2016-11-10,34.79,35.49,34.59,34.62,207932864.0,5955503,65536,1.1201741697857148,-3.1662153202019705,35.4993,35.2,0.29929809570312216,0.4752980957031241
338,2016-11-16,34.59,34.6,34.04,34.24,139648464.0,4077379,65536,-0.008163574712738429,-3.535661077749619,34.876526,34.2,0.6765258789062472,0.8475258789062465
345,2016-11-25,34.39,34.93,34.22,34.52,139068208.0,4027830,65536,0.9332882358674022,5.403365262765747,35.111694,35.0,0.1116943359375,0.28669433593749716
354,2016-12-08,33.25,34.11,33.05,33.48,143851456.0,4269046,65536,-0.16140401352227052,2.65758560731717,34.282665,33.76,0.5226652526855489,0.6914652526855463
355,2016-12-09,33.46,33.76,33.32,33.56,83784752.0,2496004,65536,0.6789351438270419,28.0442035324054,34.2284,33.9,0.32840118408203267,0.497901184082032
356,2016-12-12,33.56,33.9,32.0,32.09,164042672.0,4981892,65536,-2.4192117239602684,24.726297441171432,32.927193,32.85,0.07719268798827983,0.2414426879882825
357,2016-12-13,32.09,32.85,32.05,32.76,105371488.0,3242589,65536,-0.1214368264509269,-35.399503992556035,33.252003,32.97,0.28200271606445426,0.44685271606445554
361,2016-12-19,32.04,32.5,32.03,32.16,65787948.0,2039961,65536,-0.5095590894283686,-10.06301463407132,32.825485,32.1,0.7254852294921861,0.8859852294921851
362,2016-12-20,32.1,32.1,31.45,31.73,95660520.0,3022809,65536,-0.5983814862210113,7.262205735234084,32.41563,31.95,0.4656303405761726,0.6253803405761715
365,2016-12-23,31.49,31.88,31.38,31.42,56294668.0,1781915,65536,-0.8415101014189075,5.599932871860981,31.97777,31.619999999999997,0.35776985168457287,0.5158698516845739
366,2016-12-26,31.5,31.62,30.91,31.56,61610888.0,1966707,65536,0.447454347563192,-7.851355670779181,32.14859,31.69,0.4585900878906237,0.6170400878906221
368,2016-12-28,31.4,31.55,31.26,31.36,41246772.0,1312764,65536,-0.4372224014666526,-8.592177561511482,31.864412,31.460000000000004,0.4044123077392534,0.5617123077392527
370,2016-12-30,31.5,32.33,31.36,32.13,140164064.0,4380609,65536,0.3735869196060282,2.3630219431670207,32.72881,32.45,0.2788093566894503,0.4410593566894505
374,2017-01-06,32.71,33.13,32.6,32.62,107963328.0,3280912,65536,-0.5974244237318849,-0.9930712900012352,33.164852,32.89,0.2748521423339838,0.439302142333986
390,2017-02-06,32.32,32.36,31.9,32.0,109185240.0,3399860,65536,0.25917746820469656,24.15795281587709,32.551083,32.08,0.4710826110839861,0.6314826110839853
393,2017-02-09,31.9,32.15,31.81,32.14,111140936.0,3473891,65536,0.3842413745200668,29.383010693795924,32.605724,32.65,-0.044275665283201704,0.11897433471679619
401,2017-02-21,35.45,35.75,34.98,35.24,302382496.0,8559686,65536,0.3292629177361395,-13.41099722321375,35.905952,36.7,-0.7940475463867216,-0.6105475463867194
413,2017-03-09,36.5,36.5,35.52,35.75,126884448.0,3537466,65536,-0.6318267884119599,6.260630255759403,36.385082,36.25,0.13508224487304688,0.31633224487304545
420,2017-03-20,34.95,35.41,34.82,35.23,207134656.0,5889844,65536,0.1102788604130822,-14.47752583090487,35.86554,36.49,-0.624460449218752,-0.4420104492187491
426,2017-03-28,34.28,34.7,34.23,34.47,65925100.0,1913044,65536,-0.23662752584788785,-21.324558806161093,35.055775,34.97,0.08577468872070426,0.26062468872070355
435,2017-04-12,34.42,34.68,34.12,34.56,75305056.0,2187492,65536,-0.22431787748092846,9.568607303134913,34.98931,34.96,0.029311218261717897,0.20411121826171552
437,2017-04-14,34.69,34.69,33.75,34.08,78763520.0,2311781,65536,-0.7986752291176513,4.225410365679383,34.681915,34.27,0.4119152832031219,0.5832652832031187
438,2017-04-17,33.78,34.27,33.78,34.15,50826956.0,1492516,65536,-0.1881543094794158,-13.514848944017176,34.625156,34.86,-0.2348435974121088,-0.060543597412106465
440,2017-04-19,34.5,34.99,34.18,34.85,103430696.0,2986181,65536,-0.4868976590792218,9.394794487222557,35.414318,36.33,-0.9156819152832014,-0.7340319152832038
441,2017-04-20,35.0,36.33,34.81,35.89,275205440.0,7685252,65536,0.4547459574912649,-5.904490693903174,36.694073,36.1,0.5940727233886705,0.7745727233886726
443,2017-04-24,35.71,35.94,33.97,35.93,156261728.0,4462092,65536,-1.0248673845257406,9.808243912440929,36.17712,36.18,-0.0028797912597653408,0.17802020874023583
448,2017-05-02,33.8,34.05,33.73,33.93,68132152.0,2008519,65536,-0.3828766625481483,-8.692988908620247,34.44035,34.51,-0.06965042114257614,0.10289957885742496
453,2017-05-09,33.13,33.39,32.88,33.17,34801844.0,1052085,65536,-0.18697098079378804,-37.96193104530777,33.900322,33.28,0.6203219604492176,0.7867219604492206
455,2017-05-11,33.0,33.45,32.83,33.33,73975936.0,2229113,65536,0.5677562393265001,18.64658119879028,33.97479,33.74,0.23478866577148239,0.40348866577148357
462,2017-05-22,34.5,34.92,34.07,34.73,94900664.0,2754876,65536,0.21710709931401784,29.473898202166467,35.12216,35.27,-0.14783813476562813,0.028511865234371214
463,2017-05-23,34.42,35.27,34.34,35.25,125118144.0,3576270,65536,0.3796273495854985,26.336276359389178,35.69295,35.15,0.5429512023925795,0.7187012023925803
468,2017-06-01,35.0,35.95,35.0,35.8,145836928.0,4091902,65536,0.13914019376559672,-1.623604079391816,36.407486,36.0,0.4074859619140625,0.5874859619140622
473,2017-06-08,36.05,36.25,35.59,36.02,95755904.0,2662036,65536,0.7671476313503289,-13.594203553098192,36.63945,37.25,-0.6105499267578125,-0.42429992675781136
474,2017-06-09,35.9,37.25,35.9,36.62,206268880.0,5624826,65536,0.426567967244984,12.151146072140492,37.34226,38.24,-0.8977415466308614,-0.7065415466308593
476,2017-06-13,37.1,37.36,36.83,37.27,58676896.0,1581204,65536,0.22045719689234305,-16.82212069689253,37.842545,37.62,0.22254455566406506,0.41064455566406366
478,2017-06-15,36.51,36.82,35.91,36.01,98888248.0,2727356,65536,-0.1841427884479496,-1.4058429689172591,36.701286,36.18,0.521286315917969,0.7021863159179702
482,2017-06-21,35.87,36.2,35.51,36.15,76990512.0,2150004,65536,1.169325163753454,9.1296798682005,36.871582,37.0,-0.12841796875,0.056582031250002274
485,2017-06-26,36.1,39.17,36.1,39.04,435515680.0,11461920,65536,1.2479022214370916,28.069156357741896,39.687794,39.06,0.6277937316894509,0.823093731689454
487,2017-06-28,38.52,38.65,37.66,37.88,122491720.0,3219027,65536,-0.776929942961635,0.37121855106272417,38.46683,38.64,-0.17316879272460994,0.02003120727538743
503,2017-07-20,36.93,38.07,36.92,37.86,106071992.0,2805244,65536,0.4860915610966021,-21.957602982109815,38.57784,39.5,-0.9221611022949219,-0.7246611022949239
506,2017-07-25,39.85,40.5,38.45,38.88,288090624.0,7314994,65536,-0.6387122108631793,-9.784820975763378,39.87879,39.95,-0.07120819091797159,0.12854180908203006
508,2017-07-27,39.35,40.76,39.2,39.69,286799712.0,7114401,65536,0.183516444962617,6.365436004096381,40.53175,43.27,-2.7382502746582063,-2.5219002746582078
511,2017-08-01,43.91,44.35,43.22,44.06,199021936.0,4548678,65536,0.8697466739078674,2.7740528590231017,44.86101,43.99,0.8710115051269511,1.0909615051269483
524,2017-08-18,44.08,45.25,43.5,43.84,71980176.0,1635762,65536,0.0910976868174318,-11.131017211333747,44.884243,44.28,0.6042430114746082,0.8256430114746109
528,2017-08-24,43.14,43.58,41.46,41.68,162062496.0,3817986,65536,-0.5708063438309541,-14.304474076431761,42.712006,44.99,-2.277994384765627,-2.0530443847656272
530,2017-08-28,45.2,46.5,44.71,45.01,269148352.0,5907695,65536,1.2371731541856112,42.815945556787746,46.20499,46.2,0.004990386962887783,0.23599038696288943
531,2017-08-29,45.26,46.2,44.21,45.51,151798816.0,3347200,65536,-0.21261037132648264,-30.90332508740002,46.526962,46.06,0.4669622802734352,0.697262280273435
534,2017-09-01,45.0,45.75,44.56,45.68,156461088.0,3466642,65536,0.2210832293326304,19.331745131922485,46.16391,45.7,0.46390991210937216,0.692409912109369
538,2017-09-07,43.97,43.97,42.7,43.41,141447088.0,3275999,65536,-0.5086440920131441,-5.718885106668803,43.90928,44.1,-0.19072113037109517,0.02977886962890608
554,2017-09-29,48.16,49.4,47.5,48.88,247502496.0,5113039,65536,0.3652021953988616,-0.2544693667323794,49.539986,50.18,-0.6400143432617185,-0.389114343261717
557,2017-10-11,49.64,52.0,49.45,51.85,352727168.0,6880460,65536,0.3298319219714907,-7.21074249551148,52.755592,51.82,0.935592346191406,1.1946923461914096
561,2017-10-17,50.6,50.6,49.14,49.51,129740632.0,2621205,65536,-0.00971010233935532,-32.23088901471437,50.332405,50.22,0.11240509033203239,0.3635050903320334
564,2017-10-20,50.71,50.71,49.35,50.16,86335520.0,1733845,65536,-0.11192368839427758,-31.49153983621017,50.869507,50.5,0.3695068359375,0.6220068359374977
567,2017-10-25,49.51,50.28,49.51,49.67,71591832.0,1440514,65536,0.4432489771177384,-5.2146918796605375,50.532124,52.3,-1.767876434326169,-1.506376434326171
573,2017-11-02,48.15,49.17,48.15,48.75,256256992.0,5254403,65536,0.012760782861520605,-3.3099890520726603,49.686687,50.2,-0.513312530517581,-0.2623125305175833
576,2017-11-07,54.38,54.8,52.69,52.79,508015648.0,9477639,65536,0.8296670637595094,24.60289879783988,54.012825,53.88,0.1328250122070287,0.4022250122070261
577,2017-11-08,53.22,53.88,52.18,52.79,319116768.0,6030831,65536,-0.15391256089288818,-0.8473391241825999,54.199177,52.98,1.2191767883300813,1.4840767883300785
584,2017-11-17,50.11,50.75,48.5,49.33,344574080.0,6982472,65536,0.3858699491596784,57.99731833775628,50.227024,49.3,0.9270240783691435,1.173524078369141
587,2017-11-22,48.49,49.05,45.52,46.22,302163808.0,6403938,65536,0.2340137989899737,3.3968140350190135,47.40659,46.59,0.8165895080566372,1.0495395080566396
589,2017-11-24,44.68,45.5,44.6,45.13,229419840.0,5107918,65536,0.04387675507020461,-26.545003551781345,45.91254,46.1,-0.1874595642089858,0.043040435791013465
596,2017-12-05,46.57,47.86,45.84,46.27,219043088.0,4656081,65536,0.5302498718542159,50.11324953674586,47.38265,47.35,0.032648468017576704,0.2693984680175774
598,2017-12-07,46.1,46.7,45.9,46.05,85673016.0,1856891,65536,-1.114591789472641,-17.414970169382315,46.999294,47.66,-0.6607057189941372,-0.4224057189941348
599,2017-12-08,46.15,47.66,46.0,47.55,149562704.0,3186459,65536,0.8138884831757842,-1.0760559263576441,48.218517,48.94,-0.7214826965332009,-0.47678269653319916
602,2017-12-13,48.03,48.82,47.21,48.71,163470400.0,3406348,65536,0.8483523488428846,-8.053936745872758,49.293297,49.27,0.023296813964840624,0.26964681396484025
607,2017-12-20,49.27,49.5,48.51,48.79,237143616.0,4840164,65536,-0.119940624434689,16.86532849617468,49.596,48.97,0.6260006713867199,0.8708506713867195
608,2017-12-21,48.66,48.97,47.8,48.19,200475824.0,4165903,65536,0.9269344422142334,6.877788403077487,49.170162,48.45,0.7201622009277315,0.96241220092773
615,2018-01-02,46.34,46.84,44.95,46.21,199222144.0,4348910,65536,1.4026783366328788,62.38349128125296,47.153694,46.05,1.103694152832034,1.3339441528320322
618,2018-01-05,46.28,46.28,45.15,45.28,203529328.0,4477270,65536,0.24074733397758674,10.751947429102524,46.140354,46.2,-0.05964584350586222,0.17135415649413943
619,2018-01-08,45.27,46.2,44.28,45.45,267149184.0,5908270,65536,0.5173059498640775,16.68868892122799,46.240692,48.18,-1.9393078613281247,-1.6984078613281213
633,2018-01-26,51.0,51.2,49.85,50.0,166062224.0,3302520,65536,0.3715854004966657,-9.288659062996564,50.924084,49.9,1.0240837097167983,1.273583709716796
640,2018-02-06,42.3,44.95,42.3,43.98,244115936.0,5526070,65536,-2.9306411801176657,33.19701373800581,44.835945,45.55,-0.7140548706054659,-0.48630487060546557
661,2018-03-14,44.17,46.0,43.91,45.38,128674576.0,2863324,65536,-0.4377635197066909,-11.410421716073424,46.122513,47.2,-1.0774871826171903,-0.8414871826171932
665,2018-03-20,46.56,47.33,46.01,46.9,59360208.0,1271231,65536,0.08467816162482933,-1.1013132026423291,47.55473,48.8,-1.2452705383300753,-1.0012705383300755
669,2018-03-26,43.26,44.3,42.35,44.16,101057784.0,2333780,65536,-0.6414951318074125,-36.06239398037041,44.483555,44.88,-0.39644515991211193,-0.1720451599121091
670,2018-03-27,44.16,44.88,43.05,43.62,96403720.0,2210712,65536,0.8603336692535102,-1.2492859942451529,44.69927,43.36,1.3392683410644537,1.556068341064453
677,2018-04-09,44.55,45.5,43.9,45.06,87094568.0,1935851,65536,-0.05006666908785595,-5.21257213505657,45.75385,45.5,0.2538490295410156,0.4813490295410148
679,2018-04-11,45.22,46.06,45.02,45.42,80799216.0,1772545,65536,0.2844287362146369,5.42441094793682,46.109745,45.42,0.6897450256347639,0.916845025634764
685,2018-04-19,44.16,45.8,44.14,45.28,106325112.0,2341005,65536,1.2096817018384165,-7.145558094004143,46.08329,46.61,-0.5267098999023432,-0.29365989990234453
686,2018-04-20,45.16,46.61,44.4,45.06,111950368.0,2449240,65536,-1.3376741940899994,0.2310506000460677,46.252865,45.5,0.7528648376464844,0.9803648376464835
692,2018-05-02,47.31,49.78,47.28,48.92,377139648.0,7741325,65536,0.18020272140713,-6.959199021808205,50.066414,52.0,-1.9335861206054688,-1.6735861206054707
693,2018-05-03,48.9,52.0,48.9,51.9,394676640.0,7796590,65536,0.7798280924102841,12.797059484314932,52.896526,54.1,-1.2034736633300795,-0.9329736633300811
